Id,SalePrice
1461,91908.03125
1462,117928.375
1463,149343.359375
1464,153524.765625
1465,157365.90625
1466,122633.6328125
1467,126588.8671875
1468,113737.2421875
1469,142029.109375
1470,90184.515625
1471,129024.21875
1472,67274.3046875
1473,69274.15625
1474,108083.8203125
1475,77460.3203125
1476,257242.15625
1477,183101.03125
1478,207841.21875
1479,200752.515625
1480,364685.09375
1481,251116.859375
1482,155574.0625
1483,141990.09375
1484,120463.0
1485,137654.046875
1486,137423.0625
1487,221504.09375
1488,156693.34375
1489,144625.984375
1490,193443.09375
1491,133424.953125
1492,72312.25
1493,101156.21875
1494,213907.578125
1495,206752.90625
1496,177736.703125
1497,134641.84375
1498,130259.8359375
1499,111245.5234375
1500,116704.390625
1501,134628.234375
1502,103151.859375
1503,214602.90625
1504,181436.828125
1505,185146.15625
1506,155619.3125
1507,193213.171875
1508,151417.828125
1509,120330.0390625
1510,122476.3125
1511,129446.71875
1512,130909.6640625
1513,107458.5078125
1514,107810.6953125
1515,145920.671875
1516,105999.9375
1517,119729.0703125
1518,92715.671875
1519,149131.4375
1520,97201.1953125
1521,111090.0
1522,141801.453125
1523,77352.546875
1524,105478.1875
1525,92251.296875
1526,82194.15625
1527,78499.53125
1528,96594.8046875
1529,128703.09375
1530,120371.2421875
1531,76042.9765625
1532,58524.71484375
1533,118055.9765625
1534,78208.40625
1535,111702.984375
1536,82158.6484375
1537,40127.30859375
1538,96660.96875
1539,128241.3046875
1540,60209.94921875
1541,110101.40625
1542,106290.265625
1543,143637.8125
1544,66698.5859375
1545,74757.2890625
1546,98136.0859375
1547,94420.4453125
1548,105173.7265625
1549,88814.09375
1550,104769.0859375
1551,78008.546875
1552,98176.2421875
1553,81697.9765625
1554,74528.0
1555,135529.59375
1556,53546.51953125
1557,70201.796875
1558,70641.15625
1559,32845.234375
1560,89310.296875
1561,78173.578125
1562,96257.6796875
1563,92114.6796875
1564,109627.296875
1565,105044.3203125
1566,151616.65625
1567,59030.953125
1568,176748.546875
1569,104025.6640625
1570,97000.0625
1571,83387.5625
1572,116980.8515625
1573,177985.203125
1574,84816.328125
1575,138682.625
1576,158646.4375
1577,126850.0234375
1578,97176.5390625
1579,113642.6953125
1580,142008.515625
1581,118959.7890625
1582,91015.1953125
1583,212358.9375
1584,160025.265625
1585,103544.7265625
1586,43093.3984375
1587,75279.2734375
1588,105214.5625
1589,71243.03125
1590,93275.2890625
1591,63450.49609375
1592,87492.1953125
1593,88144.4453125
1594,66045.1015625
1595,63073.6640625
1596,150215.984375
1597,144493.5
1598,165149.453125
1599,134862.875
1600,130275.984375
1601,54947.265625
1602,93105.984375
1603,46334.0625
1604,186976.109375
1605,170248.796875
1606,120942.8984375
1607,119114.515625
1608,159108.5625
1609,127346.0234375
1610,108464.1171875
1611,105555.0703125
1612,127217.234375
1613,125072.65625
1614,80406.1953125
1615,54338.18359375
1616,46071.53515625
1617,63986.5859375
1618,100078.921875
1619,99400.2421875
1620,94680.765625
1621,99822.03125
1622,98251.828125
1623,171968.890625
1624,171094.359375
1625,87241.734375
1626,126431.78125
1627,153896.21875
1628,190623.90625
1629,128170.515625
1630,283986.21875
1631,164847.015625
1632,207067.046875
1633,122061.890625
1634,143079.046875
1635,127478.34375
1636,106188.7421875
1637,166740.890625
1638,143068.546875
1639,152431.15625
1640,184732.03125
1641,136890.421875
1642,175232.796875
1643,179175.484375
1644,161858.96875
1645,142301.21875
